TEMP,pH,Conc
37.03,7,8.78571
36.89,3,2.88522
30.21,2,1.50058
24.2,3,0.9282
22.82,8,4.01778
49.47,8,9.88209
42.28,6.5,11.60344
31.98,5,10.13126
35.58,8,7.55738
29.91,2,1.46668
37.21,6,13.44936
45.75,6.5,11.9435
22.98,6,8.31592
45.49,7,10.19468
43.9,6.5,11.7622
36.24,8,7.69664
35.41,3,2.74018
29.44,2,1.39712
39.63,3,3.15374
41.22,5,11.31418
47.41,5,11.74129
45.27,5,11.59363
37.58,2,2.22284
30.59,7,7.30194
36.01,3,2.79898
45.22,3,3.77986
34.74,3,2.67452
21.45,5,6.58535
20.6,2,0.0888
29.78,2,1.44744
27.17,5,8.77611
28.99,4.5,4.64081
35.7,7,8.47928
20.36,2,0.05328
30.01,5,9.86137
50,4.5,6.13
42.82,8,8.90454
25.49,8,4.89621
29.67,7,7.08
26.81,8,5.33049
49.08,4.5,6.04444
41.78,4.5,5.36554
34.96,6,12.51336
29.06,6,10.16424
29.78,6,10.38312
24.19,8,4.46851
45.83,2,2.82729
41.23,3,3.32899
26.98,8,5.38642
47.69,6,15.77888
21.36,6.5,6.2096
20.15,6.5,5.92525
34.42,6,12.28872
46.68,5,11.69092
46.79,4.5,5.83147
40.91,6.5,11.46918
22.37,6.5,6.44695
41.97,8,8.77959
21.34,6,7.81736
45.9,6,15.5068
44.67,4.5,5.63431
48.49,2,2.99487
45.13,5,11.58397
47.06,3,3.98778
30.53,4.5,4.68862
35.32,7,8.39173
33.11,4.5,4.82794
21.37,8,3.54073
48.1,3,4.1053
32.26,7,7.6867
39.76,4.5,5.18704
30.29,6.5,8.33106
22.87,8,4.03423
34.86,6.5,9.76604
34.64,2,1.93472
32.51,8,6.90961
31.52,8,6.70072
26.63,4.5,4.59597
39.35,3,3.1263
33.22,4.5,4.83388
26.4,5,8.4812
44.77,6.5,11.84746
26.28,3,1.38788
30,3,2.21
45.34,8,9.27498
46.91,3,3.97083
43.29,8,8.97363
42.85,4.5,5.46505
34.56,2,1.92688
20.76,8,3.34004
25.9,5,8.2897
41.49,6,14.83648
49.49,6.5,12.31002
48.01,6,15.82752
33.33,5,10.31621
32.72,3,2.47656
49.04,5,11.85376
39.5,4.5,5.173
23.77,4.5,4.54163
26.54,7,6.26432
25.38,2,0.79624
25.93,5,8.30119
43.93,3,3.63409
37.77,3,2.97146
43.57,6,15.15264
45.56,5,11.61364
38.63,7,9.15435
34.13,3,2.61474
45.82,5,11.63158
40.76,2,2.50788
24.73,5,7.84159
23.65,2,0.5402
47.51,6,15.75152
41.25,5,11.31625
49.16,7,10.67912
44.53,3,3.70189
25.11,3,1.12931
21.11,6.5,6.15085
28.47,6,9.98488
21.26,2,0.18648
43.87,6.5,11.75926
49.26,4.5,6.06118
40.22,6,14.64344
24.73,6.5,7.00155
23.67,2,0.54316
31.97,4.5,4.76638
38.61,4.5,5.12494
45.91,4.5,5.74963
33.93,7,8.07147
22.4,6,8.1396
29.97,6.5,8.23295
29.86,2,1.45928
28.55,6.5,7.89925
34.39,3,2.64022
35.29,6,12.65064
34.53,2,1.92394
46.67,2,2.88021
21.08,4.5,4.49052
40.42,4.5,5.23906
38.37,4.5,5.11198
29.48,3,2.09508
48.8,5,11.8372
30.88,6,10.81608
28.72,2,1.29056
41.12,4.5,5.30416
39.81,8,8.44991
43.53,2,2.68239
45.7,8,9.3279
25.26,8,4.82054
33.57,4.5,4.85278
35.35,3,2.7343
25.34,5,8.07522
23.55,7,5.48513
39.1,4.5,5.1514
39.69,3,3.15962
45.2,5,11.5888
24.8,2,0.7104
23.75,5,7.46625
31.72,6,11.16552
28.15,2,1.2062
46.52,6,15.60104
28.54,4.5,4.63226
39.77,6.5,11.30778
25.36,5,8.08288
33.55,6,11.9268
33.71,6.5,9.40494
28.57,6.5,7.90395
48.1,6.5,12.1738
37.46,3,2.94108
35.62,7,8.46085
31.84,5,10.11208
41.81,6,14.88512
27.49,6.5,7.65015
45.33,8,9.27351
39.47,3,3.13806
37.55,6,13.5908
32.51,5,10.20387
35.8,5,10.6546
45.3,6,15.4156
44.12,6,15.23624
37.85,6.5,10.7049
48.18,5,11.79442
31.21,6,10.95336
38.57,2,2.31986
33.76,8,7.17336
44.43,2,2.73909
47.05,2,2.90415
47.62,5,11.75578
27.72,8,5.62988
37.23,3,2.91854
36.54,4.5,5.01316
43.38,6,15.12376
45.06,4.5,5.67058
49.62,7,10.73984
32.76,6,11.59816
44.36,7,10.04552
33.74,2,1.84652
47.02,2,2.90226
21.13,8,3.46177
32.33,4.5,4.78582
41.46,6.5,11.52308
40.86,3,3.28718
27.71,4.5,4.61649
28.86,8,6.00494
28.28,6.5,7.8358
48.46,8,9.73362
22.54,5,7.00282
24.22,4.5,4.55018
47.47,7,10.45604
25.28,6,9.01512
46.55,3,3.93015
47.83,6,15.80016
40.12,5,11.23828
38.18,6,13.85288
33.51,2,1.82398
45.56,2,2.81028
45.45,2,2.80335
40.41,2,2.48583
31,6,10.866
40.39,6.5,11.41822
30.88,3,2.29624
44.2,5,11.5198
25.3,4.5,4.5707
42.51,2,2.61813
33.68,4.5,4.85872
23.69,2,0.54612
43.92,6.5,11.76416
29.19,5,9.54977
29.06,4.5,4.64214
46.4,5,11.6716
35.59,8,7.55949
39.55,6,14.4228
25.86,7,6.08712
47.52,5,11.74888
45.48,2,2.80524
21.36,8,3.53744
32.94,4.5,4.81876
25.53,7,6.00112
38.07,7,9.02533
31.74,6,11.17384
47.65,6,15.7728
30.14,5,9.87918
40.26,5,11.24794
40.2,5,11.2438
31.07,6.5,8.57598
28.93,3,1.97353
35.18,6,12.60488
31.29,6,10.98664
22.1,7,5.10726
24.93,8,4.71197
20.54,6,7.57416
21.46,8,3.57034
25.98,6.5,7.2953
45.14,3,3.77082
42.66,3,3.49058
48.25,5,11.79925
24.16,4.5,4.54904
30.7,6,10.7412
24.68,4.5,4.55892
24.42,6,8.75368
22.89,3,0.63869
47.43,3,4.02959
21.31,6,7.80824
25.24,8,4.81396
40.4,4.5,5.2372
34.6,7,8.22584
26.3,7,6.20178
20.62,5,6.26746
41.45,8,8.70315
29.37,7,7.00182
48.41,8,9.72627
48,5,11.782
36.36,7,8.63134
20.98,6,7.70792
42.73,4.5,5.45389
21.03,6,7.72312
26.58,3,1.45418
38.03,7,9.01611
33.38,7,7.94475
44.39,6,15.27728
20.41,4.5,4.47779
25,6.5,7.065
41.42,4.5,5.33206
35.51,3,2.74998
28.54,8,5.89966
43.71,2,2.69373
30.73,2,1.55154
36.74,7,8.7189
49.33,3,4.24429
45.94,6.5,11.96212
23.72,7,5.52943
49.37,2,3.05031
23.87,6.5,6.79945
42.63,2,2.62569
34.16,8,7.25776
47.56,7,10.46792
31.88,7,7.59915
34.33,2,1.90434
26.69,2,0.99012
43.8,7,9.9716
27.1,3,1.5691
42.15,3,3.43295
33.55,4.5,4.8517
40.78,6,14.72856
23.11,6,8.35544
38.83,3,3.07534
31.77,3,2.38346
24.48,7,5.72749
40.69,5,11.27761
29.35,4.5,4.64765
31.48,7,7.50699
23.41,7,5.44865
40.86,8,8.61642
27.8,8,5.6562
46.48,6.5,12.01504
28.43,2,1.24764
26.58,4.5,4.59502
25.39,7,5.96463
48.46,4.5,5.98678
39.49,7,9.3525
34.09,6.5,9.52426
34.71,2,1.94158
29.89,8,6.34381
27.18,5,8.77994
45.07,7,10.13924
31.22,7,7.44709
48.58,7,10.60256
37.32,4.5,5.05528
31.32,5,10.04084
42.39,6,14.97328
45.47,6.5,11.91606
24.06,5,7.58498
25.54,5,8.15182
22.74,6.5,6.5339
49.47,6.5,12.30806
23.19,4.5,4.53061
27.75,3,1.71275
48.75,7,10.625
28.77,2,1.29796
22.48,4.5,4.51712
42.17,6,14.93984
27.38,6.5,7.6243
38.06,7,9.02302
28.4,3,1.8564
49.53,6,16.05856
25.22,7,5.92033
31.16,6.5,8.60424
34.64,8,7.35904
21.44,8,3.56376
38.49,8,8.17139
23.21,6,8.38584
41.81,3,3.39453
45.47,4.5,5.70871
39.08,3,3.09984
40.46,7,9.53072
43.02,3,3.53126
25.1,8,4.7679
35.21,6.5,9.87594
36.23,2,2.09054
40.3,6,14.6556
46.36,3,3.90868
44.42,6,15.28184
37.59,3,2.95382
34.73,3,2.67354
24.04,6.5,6.8394
32.26,5,10.16962
20.57,5,6.24831
32.09,6,11.31944
49.99,6.5,12.35902
48.49,3,4.14937
36.63,6.5,10.32182
44.51,2,2.74413
31.84,3,2.39032
29.97,7,7.15818
43.99,6.5,11.77102
24.02,6.5,6.8347
47.07,5,11.71783
48.42,6,15.88984
29.14,7,6.94188
44.44,2,2.73972
28.62,7,6.80637
22.04,8,3.76116
32.75,6,11.594
33.39,6.5,9.30446
27.07,3,1.56247
30.53,6,10.67048
37.36,6,13.51176
22.98,8,4.07042
28.25,8,5.80425
25,8,4.735
42.57,5,11.40733
38.93,6.5,11.04402
46.08,7,10.27256
31.89,5,10.11893
45.01,6,15.37152
45.87,5,11.63503
23.93,5,7.53519
35.22,6,12.62152
29.06,2,1.34088
23.53,5,7.38199
21.88,3,0.41548
23.45,4.5,4.53555
31.53,2,1.62994
36.83,7,8.73963
21.69,8,3.64601
31.49,4.5,4.74046
27.21,4.5,4.60699
41.16,7,9.62312
42.96,3,3.52448
47.07,6,15.68464
30.02,7,7.17061
30.16,6.5,8.29024
36.51,4.5,5.01154
48.01,4.5,5.94493
34.6,5,10.4902
46.88,5,11.70472
27.56,6.5,7.6666
44.08,8,9.08976
32.1,6.5,8.8994
29.74,5,9.76042
34.54,4.5,4.90516
44.97,2,2.77311
25.09,6.5,7.08615
32.96,2,1.77008
27.12,7,6.41547
23.08,6,8.34632
46.6,6.5,12.0268
45.96,8,9.36612
36.48,3,2.84504
37.57,6,13.59912
23.48,7,5.46689
24.02,6,8.63208
44.91,6,15.35632
21.56,2,0.23088
26.66,4.5,4.59654
25.78,4.5,4.57982
44.68,5,11.55292
31.81,4.5,4.75774
21.88,6.5,6.3318
45.46,4.5,5.70778
22.16,7,5.1229
34.14,3,2.61572
47.15,2,2.91045
33.23,3,2.52654
36.74,2,2.14052
29.32,4.5,4.64708
27.82,3,1.72822
47.42,2,2.92746
20.54,6.5,6.0169
33.1,5,10.2847
20.41,8,3.22489
31.19,6.5,8.61366
33.81,6,12.03496
30.47,5,9.92439
23.2,5,7.2556
37.51,2,2.21598
45.55,4.5,5.71615
49.46,8,9.88062
38.34,6,13.91944
44.46,5,11.53774
33.7,2,1.8426
29.78,5,9.77574
49.67,8,9.91149
24.05,8,4.42245
47,6.5,12.066
31.72,5,10.09564
42,2,2.586
48.58,4.5,5.99794
24.67,8,4.62643
37.9,2,2.2542
27.65,5,8.95995
27.57,3,1.67297
39.46,5,11.15602
20.83,4.5,4.48577
22.49,6.5,6.47515
30.39,5,9.91343
48.3,4.5,5.9719
47.72,6,15.78344
48.75,6,15.94
40.95,6,14.7544
25.21,7,5.91773
29.19,6.5,8.04965
47.32,2,2.92116
44.1,7,10.0112
24.83,6.5,7.02505
23.49,4.5,4.53631
29.84,4.5,4.65696
42.22,3,3.44086
32.77,3,2.48146
20.05,8,3.10645
36.9,8,7.8359
46.98,2,2.89974
46.15,8,9.39405
43.65,2,2.68995
43.96,2,2.70948
49.03,2,3.02889
35.27,5,10.58199
43.57,4.5,5.53201
36.31,5,10.72447
34.24,5,10.44088
23.68,7,5.51901
31.31,2,1.60838
31.99,2,1.67502
28,3,1.768
23.72,3,0.82212
36.12,3,2.80976
44.21,6.5,11.79258
46.12,6.5,11.97976
32.22,8,6.84842
22.94,4.5,4.52586
48.54,5,11.81926
42.18,7,9.75776
42.14,2,2.59482
39.12,3,3.10376
42.56,8,8.86632
43.16,8,8.95452
44.14,4.5,5.58502
40.77,6.5,11.45546
42.23,6,14.94896
36.43,8,7.73673
47.93,4.5,5.93749
43.3,3,3.5629
45.24,5,11.59156
28.58,6,10.01832
47.22,5,11.72818
26.23,4.5,4.58837
36.98,2,2.16404
47.66,2,2.94258
26.07,6,9.25528
31.35,4.5,4.7329
29.09,3,2.00889
23.43,8,4.21847
22.56,8,3.93224
40.69,3,3.26797
43.02,6.5,11.67596
28.12,7,6.67607
38.7,7,9.17048
38.21,6,13.86536
32.62,5,10.21894
29.86,6.5,8.2071
33.07,7,7.87333
41.3,7,9.6416
49.45,8,9.87915
29.33,6.5,8.08255
33.71,6,11.99336
32.05,2,1.6809
31.51,5,10.06687
43.53,6.5,11.72594
41.05,6.5,11.4829
45.24,8,9.26028
48.64,6.5,12.22672
25.3,7,5.94118
43.96,5,11.50324
23.91,6.5,6.80885
46.89,4.5,5.84077
42.11,2,2.59293
40.41,5,11.25829
31.69,8,6.73659
41.81,7,9.70892
40.76,5,11.28244
20.46,2,0.06808
24.14,5,7.61562
26.37,8,5.18573
27.86,3,1.73706
43.55,6,15.1496
47.81,6,15.79712
43.35,8,8.98245
23.41,2,0.50468
43.8,2,2.6994
29.01,6,10.14904
40.23,5,11.24587
20.6,3,0.1326
36.02,8,7.65022
40.5,6,14.686
43.31,3,3.56403
21.44,2,0.21312
30.6,6.5,8.4284
27.84,5,9.03272
47.86,4.5,5.93098
25.5,8,4.8995
39.33,6,14.33128
33.78,3,2.58044
29.96,7,7.15558
30.61,3,2.26978
38.6,3,3.0528
23.32,5,7.30156
31.55,7,7.52312
28.63,5,9.33529
29.26,2,1.37048
23.16,4.5,4.53004
42.9,8,8.9163
33.26,8,7.06786
44.73,2,2.75799
46.7,4.5,5.8231
32,8,6.802
27.18,6,9.59272
37.9,6,13.7364
29.97,5,9.84851
25.51,6,9.08504
40.13,3,3.20469
25.2,4.5,4.5688
27.12,4.5,4.60528
35.79,3,2.77742
22.77,5,7.09091
40.28,2,2.47764
37.66,6,13.63656
31.65,5,10.08605
28.84,6.5,7.9674
22.76,4.5,4.52244
34.49,6.5,9.64986
38.58,3,3.05084
24.85,7,5.82391
41.01,6,14.76352
46.38,6.5,12.00524
27.74,3,1.71054
33.14,4.5,4.82956
48.17,5,11.79373
20.21,6,7.47384
23.17,7,5.3861
31.69,6,11.15304
46.3,6,15.5676
40.61,4.5,5.25673
20.37,6.5,5.97695
40.25,2,2.47575
49.8,6.5,12.3404
48.53,8,9.74391
33.13,5,10.28881
36.94,2,2.16012
31.14,8,6.62054
21.25,3,0.27625
36.11,8,7.66921
35.66,5,10.63542
34.2,2,1.8916
36.37,8,7.72407
34.64,3,2.66472
45.08,6,15.38216
47.53,7,10.46396
40.32,6,14.65864
23.7,4.5,4.5403
45.48,6,15.44296
21.54,3,0.34034
22.17,3,0.47957
25.1,2,0.7548
34.95,2,1.9651
28.64,8,5.93256
47.11,7,10.40852
41.93,6,14.90336
21.5,3,0.3315
31.56,2,1.63288
43.09,4.5,5.48737
34.65,6,12.3844
40.1,4.5,5.2093
45.94,4.5,5.75242
27.05,3,1.55805
25.98,4.5,4.58362
30.52,5,9.93124
34.27,6,12.22632
23.83,7,5.5581
29.65,2,1.4282
42.39,2,2.61057
21.09,2,0.16132
40.25,8,8.52675
23.69,3,0.81549
32.88,4.5,4.81552
47.95,3,4.08835
44.27,4.5,5.59711
28.75,6.5,7.94625
49.52,7,10.72664
25.06,6,8.94824
32.34,8,6.87374
26.65,4.5,4.59635
45.61,7,10.21052
31.43,2,1.62014
38.14,6,13.83624
44.89,8,9.20883
37.18,4.5,5.04772
28.06,3,1.78126
33.26,2,1.79948
39.88,5,11.21356
48.23,7,10.55636
43.5,5,11.4715
22.12,6,8.05448
41.37,8,8.69139
27.17,6,9.58968
40.22,7,9.49904
41.27,5,11.31763
48.47,2,2.99361
33.91,8,7.20501
20.02,5,6.03766
46.37,2,2.86131
35.03,2,1.97294
34.6,2,1.9308
41.96,6,14.90792
37.81,2,2.24538
37.11,2,2.17678
30.38,2,1.51724
21.44,3,0.31824
39.06,6,14.21896
26.64,6.5,7.4504
27.16,7,6.4259
27.01,4.5,4.60319
21.18,2,0.17464
41.34,2,2.54442
21.4,7,4.92484
48.97,7,10.65404
36.76,2,2.14248
48.08,7,10.53656
24,5,7.562
25.99,6,9.23096
46.13,7,10.27916
27.15,2,1.0582
27.59,2,1.12332
29.38,6.5,8.0943
32.24,6.5,8.94336
43.59,2,2.68617
26.45,4.5,4.59255
27.73,8,5.63317
22.78,6.5,6.5433
39.27,5,11.12999
28.97,6.5,7.99795
24.16,5,7.62328
40.87,4.5,5.28091
42.58,6.5,11.63284
22.83,4.5,4.52377
23.13,8,4.11977
23.94,8,4.38626
40.72,4.5,5.26696
34.93,2,1.96314
25.23,6.5,7.11905
32.4,8,6.8864
25.35,2,0.7918
29.53,4.5,4.65107
39.81,6,14.53096
48.58,8,9.75126
33.99,7,8.0853
38.18,7,9.05067
41.58,6,14.85016
24.13,4.5,4.54847
28.1,6,9.8724
20.45,7,4.67727
23.72,2,0.55056
38.04,2,2.26792
39.92,4.5,5.19568
44.14,7,10.01648
30.52,6.5,8.40328
44.42,6.5,11.81316
28.26,4.5,4.62694
43.42,8,8.99274
32.87,2,1.76126
24.34,6.5,6.9099
42.01,6,14.91552
42.93,7,9.85676
44.7,3,3.7211
24.53,5,7.76499
23.39,8,4.20531
29.05,6.5,8.01675
46.32,3,3.90416
25.18,7,5.90991
21.54,6,7.87816
45.57,2,2.81091
37.85,2,2.2493
42.63,8,8.87661
24.26,7,5.67016
38.54,6.5,10.92156
34.57,7,8.21893
22.37,6,8.13048
20.04,8,3.10316
44.04,3,3.64652
36.44,7,8.64978
27.53,8,5.56737
28.81,3,1.94701
23.33,8,4.18557
26.03,7,6.13142
46.98,4.5,5.84914
45,6,15.37
30.46,4.5,4.68484
49.6,6.5,12.3208
23.2,6,8.3828
23.01,6.5,6.59735
36.85,3,2.8813
39.96,8,8.48156
43.81,3,3.62053
28.11,7,6.67347
22.75,3,0.60775
49.22,6,16.01144
28.57,4.5,4.63283
32.39,6,11.44424
40.9,3,3.2917
39.78,7,9.41931
44.14,2,2.72082
44.76,8,9.18972
34.14,6,12.17224
26.79,2,1.00492
24.84,6.5,7.0274
21.42,5,6.57386
36.46,6.5,10.26844
47.54,5,11.75026
32.47,6.5,9.01558
49.91,2,3.08433
23.99,5,7.55817
37.44,5,10.87928
37.13,4.5,5.04502
38.77,2,2.33946
32.37,6,11.43592
31.41,8,6.67751
34.35,6.5,9.6059
28.25,6,9.918
24.22,8,4.47838
25.65,6.5,7.21775
49.22,4.5,6.05746
47.18,3,4.00134
24.06,8,4.42574
43.62,4.5,5.53666
32.17,3,2.42266
29.5,8,6.2155
36.91,4.5,5.03314
32.18,7,7.66827
43.23,2,2.66349
28.68,3,1.91828
39.71,6.5,11.28894
37.64,3,2.95872
36.52,3,2.84896
35.27,7,8.38021
45.48,4.5,5.70964
28.56,8,5.90624
32.16,3,2.42168
40.23,4.5,5.22139
20.43,5,6.19469
23.11,6.5,6.62085
20.78,2,0.11544
23.09,3,0.68289
24.7,2,0.6956
25.48,8,4.89292
28.57,6,10.01528
42.28,3,3.44764
35.78,4.5,4.97212
31.09,6.5,8.58226
35.98,7,8.54379
21.79,7,5.02647
20.05,6,7.4252
37.47,3,2.94206
42.53,2,2.61939
41.1,5,11.3059
30.37,3,2.24626
21.96,8,3.73484
45.61,8,9.31467
33.39,2,1.81222
23.75,6,8.55
30.77,8,6.54247
41.58,5,11.33902
34.76,8,7.38436
48.11,3,4.10643
45.84,5,11.63296
41.12,6,14.78024
22.13,6,8.05752
22.68,7,5.25841
31.51,6.5,8.71414
31.9,2,1.6662
40.21,7,9.49772
27.38,8,5.51802
21.03,5,6.42449
45.21,4.5,5.68453
46.11,6,15.53872
25.77,4.5,4.57963
43.49,2,2.67987
25.43,2,0.80364
24.33,6,8.72632
33.4,7,7.94936
29.5,3,2.0995
24.41,6,8.75064
22.36,2,0.34928
30.17,2,1.49666
43.86,6.5,11.75828
31.44,8,6.68384
25.39,5,8.09437
22.54,6,8.18216
41.25,8,8.67375
34.06,2,1.87788
40.34,6.5,11.41332
24.69,5,7.82627
24.8,7,5.81088
38.3,5,10.9971
40.45,6.5,11.4241
35.41,5,10.60117
40.96,3,3.29848
22.35,6,8.1244
20.84,3,0.18564
38.42,5,11.01354
46.21,8,9.40287
26.96,4.5,4.60224
47.11,5,11.72059
49.38,6,16.03576
31.33,7,7.47243
24.18,2,0.61864
46.48,8,9.44256
41.45,7,9.6614
40.23,2,2.47449
31.94,6.5,8.84916
41.28,6.5,11.50544
25.42,6,9.05768
45.68,8,9.32496
35.43,2,2.01214
39.75,6,14.506
21.87,7,5.04732
31.06,2,1.58388
25.78,7,6.06627
46.72,4.5,5.82496
39.82,3,3.17236
27.39,4.5,4.61041
28.74,6.5,7.9439
43.11,8,8.94717
33.23,2,1.79654
39.18,6.5,11.12252
44.7,5,11.5543
37.6,8,7.9836
36.48,4.5,5.00992
26.07,7,6.14184
30.11,5,9.87507
46.2,6,15.5524
25.63,2,0.83324
43.74,6.5,11.74652
49.77,5,11.90413
46.19,6,15.55088
43.93,2,2.70759
32.44,5,10.19428
48.34,6.5,12.19732
31.06,8,6.60366
49.13,7,10.67516
35.11,5,10.56007
26.21,5,8.40843
37.81,4.5,5.08174
41,6,14.762
27.22,7,6.44153
33.06,3,2.50988
31.78,2,1.65444
20.15,2,0.0222
44,8,9.078
33.09,7,7.87794
47.09,7,10.40588
46.01,7,10.26332
37.43,2,2.20814
38.89,6,14.14824
48.3,3,4.1279
33.83,7,8.04843
23.32,6,8.41928
32.74,7,7.7973
36.94,7,8.76498
25.15,4.5,4.56785
37.23,6.5,10.51022
27.05,8,5.40945
46.33,6,15.57216
46.74,5,11.69506
37.14,5,10.83818
39.19,6.5,11.12566
40.88,5,11.29072
46.43,5,11.67367
41.27,4.5,5.31811
46.23,4.5,5.77939
24.77,3,1.05417
24.66,2,0.68968
20.71,3,0.15691
40.61,6,14.70272
35.35,6.5,9.9199
22.6,7,5.23756
24.63,3,1.02323
47.05,5,11.71645
31.07,6,10.89512
25.89,4.5,4.58191
46.22,6.5,11.98956
38.79,3,3.07142
38.24,6.5,10.82736
27.7,3,1.7017
24.88,7,5.83173
48.07,2,2.96841
41.36,8,8.68992
35.81,2,2.04938
39.71,3,3.16158
34.7,8,7.3717
28.55,3,1.88955
48.88,5,11.84272
42.31,7,9.77492
44.63,2,2.75169
29.74,6,10.37096
28.69,4.5,4.63511
48.53,3,4.15389
42.7,2,2.6301
20.72,7,4.74763
23.45,3,0.76245
23.03,6.5,6.60205
41.27,8,8.67669
20.38,3,0.08398
41.92,2,2.58096
47.55,3,4.04315
37.33,4.5,5.05582
24.45,6,8.7628
25.11,2,0.75628
43.64,4.5,5.53852
29.05,2,1.3394
32.46,6.5,9.01244
31.09,3,2.31682
31.77,6,11.18632
41.15,6,14.7848
30.92,3,2.30016
26.14,5,8.38162
22.58,5,7.01814
44.88,2,2.76744
30.2,5,9.8874
23.21,5,7.25943
42.48,3,3.47024
49.61,2,3.06543
41.09,7,9.61388
41.01,3,3.30413
31.88,8,6.77668
27.04,4.5,4.60376
31.12,7,7.42405
20.84,8,3.36636
22.77,6,8.25208
32.6,4.5,4.8004
44.42,7,10.05344
31.91,4.5,4.76314
45.66,8,9.32202
32.48,4.5,4.79392
21.18,7,4.86751
22.74,2,0.40552
38.98,6,14.18568
28.02,3,1.77242
31.11,6,10.91176
40.87,5,11.29003
44.58,8,9.16326
21.29,6.5,6.19315
24.39,4.5,4.55341
37.42,6.5,10.56988
22.13,6.5,6.39055
39.35,7,9.32024
35.71,6,12.82536
43.27,6,15.10704
34.79,4.5,4.91866
47.5,7,10.46
43.99,2,2.71137
49.97,7,10.78604
26.55,4.5,4.59445
27.63,2,1.12924
48.28,3,4.12564
21.66,2,0.24568
33.16,3,2.51968
44.55,5,11.54395
27.07,8,5.41603
44.8,4.5,5.6464
22.85,5,7.12155
30.77,7,7.34341
42.66,5,11.41354
22.25,6,8.094
30.1,2,1.4898
24.3,7,5.68058
44.75,4.5,5.64175
47.98,6,15.82296
47.78,4.5,5.92354
47.58,4.5,5.90494
24.27,5,7.66541
33.02,3,2.50596
32.99,8,7.01089
24.73,3,1.04533
25.48,6,9.07592
29.19,2,1.36012
43.23,4.5,5.50039
27.08,5,8.74164
40.45,2,2.48835
32.49,4.5,4.79446
33.56,3,2.55888
35.68,6.5,10.02352
34.49,4.5,4.90246
47.9,2,2.9577
24.29,6,8.71416
28.52,2,1.26096
29.4,4.5,4.6486
35.3,3,2.7294
20.98,3,0.21658
35.29,7,8.38482
27.89,6,9.80856
42.7,5,11.4163
47.47,3,4.03411
24.9,2,0.7252
49.74,3,4.29062
44.86,4.5,5.65198
39.75,8,8.43725
25.09,4.5,4.56671
22.48,6.5,6.4728
42.2,4.5,5.4046
31.68,6.5,8.76752
25.27,4.5,4.57013
32.24,6,11.38184
23.62,2,0.53576
49.75,7,10.757
44.81,5,11.56189
45.02,4.5,5.66686
26.3,4.5,4.5897
46.1,2,2.8443
25.29,3,1.16909
40.28,6,14.65256
27.78,3,1.71938
40.42,7,9.52544
41.54,6,14.84408
44.23,2,2.72649
37.93,7,8.99307
32.94,5,10.26278
37.48,2,2.21304
26.32,3,1.39672
43.32,7,9.90824
21.75,8,3.66575
25.84,5,8.26672
29.58,6.5,8.1413
31.82,7,7.58533
41.98,6.5,11.57404
29,4.5,4.641
28.4,6,9.9636
41.48,5,11.33212
31.04,6.5,8.56656
27.63,4.5,4.61497
44.56,5,11.54464
48.47,8,9.73509
35.37,7,8.40325
21.61,6,7.89944
40.33,5,11.25277
46.18,4.5,5.77474
49.37,4.5,6.07141
25.26,4.5,4.56994
49.27,3,4.23751
47.34,6.5,12.09932
31.03,6.5,8.56342
46.28,8,9.41316
31.75,2,1.6515
30.11,6.5,8.27454
48.22,7,10.55504
24.94,4.5,4.56386
40.96,7,9.59672
35.26,2,1.99548
36.85,8,7.82535
35.21,3,2.72058
25.48,4.5,4.57412
42.25,3,3.44425
47.88,3,4.08044
30.23,4.5,4.67242
20.79,8,3.34991
47.04,7,10.39928
22.88,7,5.31053
26.71,7,6.30863
34.11,6.5,9.53054
43.62,6,15.16024
39.16,7,9.27646
45.92,6,15.50984
22.26,8,3.83354
26.87,7,6.35032
22.02,5,6.80366
33.51,3,2.55398
31.24,7,7.4517
25.95,6.5,7.28825
43.98,6.5,11.77004
30.12,3,2.22176
33.36,3,2.53928
31.03,7,7.40331
44.62,6.5,11.83276
37.84,4.5,5.08336
42.58,4.5,5.43994
44.5,3,3.6985
27.06,2,1.04488
24.75,3,1.04975
23.01,8,4.08029
25.13,2,0.75924
39.11,5,11.10807
44.36,6.5,11.80728
28.09,6.5,7.79115
40.61,7,9.55052
25.55,4.5,4.57545
42.52,5,11.40388
27.95,3,1.75695
35.66,7,8.47006
42.63,6.5,11.63774
28.53,5,9.29699
36.78,5,10.78886
47.2,6.5,12.0856
39.19,2,2.38062
48.31,6,15.87312
41.24,6,14.79848
42.56,5,11.40664
39.1,3,3.1018
34.02,4.5,4.87708
34.92,5,10.53404
24.02,3,0.88842
38.78,6,14.10248
44.97,8,9.22059
21.55,6.5,6.25425
27.47,4.5,4.61193
33.14,6,11.75624
20.29,5,6.14107
39.5,6.5,11.223
40.04,5,11.23276
39.13,5,11.11081
46.42,2,2.86446
20.21,6.5,5.93935
22.2,8,3.8138
40.2,2,2.4726
48.25,7,10.559
24.74,6.5,7.0039
25.07,2,0.75036
41.34,7,9.64688
23.09,8,4.10661
29.27,2,1.37196
27.3,2,1.0804
37.77,8,8.01947
45.48,8,9.29556
44.7,6,15.3244
21.54,4.5,4.49926
47.65,3,4.05445
28.56,6.5,7.9016
22.2,6,8.0788
35.09,7,8.33874
44.79,4.5,5.64547
21.67,8,3.63943
31.63,6.5,8.75182
36.58,2,2.12484
48.03,8,9.67041
34.03,6.5,9.50542
